document_id,user_id,viewed_at,document_title,course_name,university_name,category_id,category_name,premium,rating,pages,word_count,ID,Name,Last Name,Passport Number
4168863,10891402,2020-11-30 20:54:24,"Øving 2 - Andre obligatoriske oppgave , første semester",Operativsystemer og mikroprosesser,Universitetet i Agder,8,Mandatory assignments,0,1,7,1476,1256,Samantha,Johnston,8448444250
4168858,10891402,2020-11-30 20:54:01,"Lab 3, Linux",Operativsystemer og mikroprosesser,Universitetet i Agder,6,Practical,0,0,7,350,1257,Timothy,Osborne,8147308120
7957454,8529144,2020-11-30 20:53:57,PR teori strategi,PR - teorier og strategier,Handelshøyskolen BI,3,Lecture notes,1,1,29,5520,1258,Natalie,Anderson,4134463062
2063108,11393670,2020-11-30 20:53:57,Eksamensøving exphil,Examen philosophicum,Universitetet i Oslo,10,Essays,1,43,18,6940,1259,Joanne,Tapia,2003504595
5499360,11488164,2020-11-30 20:53:50,Sammendrag-bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,0,0,40,11099,1260,Kayla,Wilkins,8065464403
4141182,10891402,2020-11-30 20:53:49,Grover (1999) analyse,IT og forretningsutvikling,Universitetet i Agder,8,Mandatory assignments,0,0,3,406,1261,Lori,Watson,1413444505
2219310,11488164,2020-11-30 20:53:49,#3 - De industrielle revolusjoner,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,14,2099,1262,Louis,Jensen,6909407179
2057305,12732394,2020-11-30 20:53:46,Sammendrag Bedriften HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,28,43,11852,1263,Tammy,Greer,7246791797
2031957,11393670,2020-11-30 20:53:44,"Eksamen 2017, spørsmål og svar",Examen philosophicum,Universitetet i Oslo,4,Past exams,1,1,9,2935,1264,Tony,Wood,7425501671
7299433,8529144,2020-11-30 20:53:39,coaching eksamen,"Ledertrening, personlig utvikling og coaching",Handelshøyskolen BI,4,Past exams,1,4,12,2854,1265,Megan,Palmer,9834737878
3180878,8510376,2020-11-30 20:53:31,ITGK - øving 5,"Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,8,Mandatory assignments,1,1,2,392,1266,Alexis,Hicks,7351299431
9338453,12254532,2020-11-30 20:53:23,Bedriften kortsvar,Bedriften,Handelshøyskolen BI,9,Tutorial work,1,-2,12,2773,1267,Suzanne,Davidson,7241599781
7181258,8926234,2020-11-30 20:53:12,Oppgaver Farmakodynamikk,Farmasi grunnemne,Norges Arktiske Universitet,7,Summaries,0,2,24,5884,1268,Nancy,Navarro,7472082347
7181258,8926234,2020-11-30 20:53:06,Oppgaver Farmakodynamikk,Farmasi grunnemne,Norges Arktiske Universitet,7,Summaries,0,2,24,5884,1269,Larry,Jones,1678314279
3178517,11353068,2020-11-30 20:52:49,Den tredje industrielle revolusjon,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,7,3,710,1270,Tony,Melton,6672688558
6510006,12147892,2020-11-30 20:52:49,"Eksamen 2019, spørsmål og svar",Juridisk metode og norsk rettssystem,Norges miljø- og biovitenskapelige universitet,4,Past exams,0,3,13,4369,1271,Stacey,Bell,2346718333
2052066,11165772,2020-11-30 20:52:43,Eksamen serviceledelse,Serviceledelse og relasjonsmarkedsføring,Norges teknisk-naturvitenskapelige universitet,5,Other,0,3,22,6290,1272,Bonnie,Matthews,3829849641
6748821,8510376,2020-11-30 20:52:37,"ITGK teori - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,5,17,2993,1273,Melissa,Lewis,550423548
4197078,10891402,2020-11-30 20:52:33,StudiespØrsmÅl OG SVAR TIL Eksamen,Sykepleie 2,Universitetet i Agder,3,Lecture notes,0,0,80,20481,1274,Kimberly,Nguyen,4956951172
6377593,11165772,2020-11-30 20:52:29,Sammendrag-av-serviceledelse,Service ledelse,Høyskolen Kristiania,7,Summaries,0,5,35,4247,1275,Wayne,Silva,2975844683
2071394,8510376,2020-11-30 20:52:29,"ITGK - Sammendrag Informasjonsteknologi, grunnkurs","Informasjonsteknologi, grunnkurs",Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,18,13,1618,1276,Ashley,Harmon,9382860816
4849736,11165772,2020-11-30 20:52:21,Emne 5 Kommunikasjon,Bacheloroppgave i sosialt arbeid,Oslomet - storbyuniversitetet,3,Lecture notes,1,4,15,4292,1277,Bobby,Frederick,2546042313
9337851,11353068,2020-11-30 20:52:16,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,50,44,13160,1278,Tracy,Wilson,9523359279
4151394,10891402,2020-11-30 20:52:11,NV 112  - Blodet,Menneskets anatomi og fysiologi,Universitetet i Agder,3,Lecture notes,0,0,6,1270,1279,Mercedes,Hoffman,9396438187
7789562,11165772,2020-11-30 20:52:06,Service og innovasjon,Service og innovasjon,Handelshøyskolen BI,3,Lecture notes,0,0,38,2866,1280,Kayla,Stewart,1010496845
2098853,12081354,2020-11-30 20:52:02,"Bedriften - Kompendium, fra jon",Bedriften,Handelshøyskolen BI,7,Summaries,1,11,58,12720,1281,Christopher,Wilson,1718387600
9960140,5780180,2020-11-30 20:52:02,Øvelsesoppgave 2 JYSK 2020,Markedsføringsledelse,Handelshøyskolen BI,8,Mandatory assignments,0,0,5,1924,1282,Mark,Caldwell,3082745464
3159228,6904444,2020-11-30 20:51:28,Sentrale figurer - eksamen Service og innovasjon,Service og innovasjon,Handelshøyskolen BI,7,Summaries,1,12,14,644,1283,Sean,Mason,3022771161
2601187,13203938,2020-11-30 20:51:27,Psyk109 sammendrag,Motivasjonspsykologi,Universitetet i Bergen,7,Summaries,1,53,37,16544,1284,Crystal,Ferrell,3416935801
4151454,10891402,2020-11-30 20:51:19,NV112 - Sirkulasjonen - Foredragsnotater 1,Menneskets anatomi og fysiologi,Universitetet i Agder,3,Lecture notes,0,2,7,1346,1285,Patrick,Miller,8823707572
9035455,12134052,2020-11-30 20:51:18,Prøve/øvelseseksamen,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,-1,22,3032,1286,Robert,Peterson,5041667236
7524969,12134052,2020-11-30 20:51:16,"Eksamen, svar - P-singer",Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,4,818,1287,Jeffrey,Rowe,2650516398
2071294,12134052,2020-11-30 20:51:16,"Eksamen 16 Mars 2017, svar",Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,10,3260,1288,Robert,Hines,7194970143
6043894,12134052,2020-11-30 20:51:15,"Eksamen 2017, spørsmål",Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,2,275,1289,Alicia,Lewis,1355479967
2057305,11744478,2020-11-30 20:51:09,Sammendrag Bedriften HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,28,43,11852,1290,Alexandria,Carrillo,4652102736
2036442,11319470,2020-11-30 20:51:06,Kortsvar-bedriften - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,228,21,5567,1291,Stephen,Simpson,8599701425
4151378,10891402,2020-11-30 20:50:58,Natvit - Hud og temperaturregulering,Menneskets anatomi og fysiologi,Universitetet i Agder,3,Lecture notes,0,1,11,1826,1292,Melissa,Wade,768497898
4141182,10891402,2020-11-30 20:50:46,Grover (1999) analyse,IT og forretningsutvikling,Universitetet i Agder,8,Mandatory assignments,0,0,3,406,1293,Troy,Taylor,8026260335
4259117,10891402,2020-11-30 20:50:40,Infeksjonssykdommer,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,1,32,6238,1294,Angela,Daniel,4604068050
8304587,12134052,2020-11-30 20:50:34,Hjemmeeksamen Exphil 2019,Examen philosophicum,Universitetet i Oslo,4,Past exams,1,0,5,911,1295,Alyssa,Jones,2061845409
10306551,12134052,2020-11-30 20:50:32,EXHPIL03- eksamen 2019,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,6,1442,1296,Erica,Sanders,5910740211
2233345,11868842,2020-11-30 20:50:33,Oppsummering egeninteressens problemer,Bedriften,Handelshøyskolen BI,7,Summaries,0,2,5,2260,1297,Erik,Watkins,4625494396
10377388,12134052,2020-11-30 20:50:31,Exphil eksamen vår 2020 argumenterende tekst,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,5,1054,1298,Michael,Morrison,3117391066
10223052,12939130,2020-11-30 20:50:06,The firm Assignment,The Firm - Introduction Course,Handelshøyskolen BI,8,Mandatory assignments,1,0,2,726,1299,Cory,Jones,1708242188
4259094,10891402,2020-11-30 20:50:05,Generell patologi - Jørn Hustad,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,0,18,2970,1300,John,Garcia,1854915361
2233272,11868842,2020-11-30 20:50:01,Kap 4 - Egeninteressens problem,Bedriften,Handelshøyskolen BI,7,Summaries,1,2,7,2462,1301,Tyler,Adams,1578958963
6541679,12679896,2020-11-30 20:49:55,Interessenter og interessentanalyse,Strategi,Handelshøyskolen BI,3,Lecture notes,1,2,2,425,1302,Tammy,Stewart,7562261703
10155612,12127414,2020-11-30 20:49:51,J.J.C Smart,Examen philosophicum,Universitetet i Oslo,7,Summaries,0,0,3,1296,1303,David,Howell,6552930776
7988178,12363584,2020-11-30 20:49:43,Bedriften kap 6 - Sammendrag fra kapittelet,Bedriften,Handelshøyskolen BI,7,Summaries,0,1,7,1950,1304,Stephanie,Salinas,3799403559
5880319,11868842,2020-11-30 20:49:20,3. Egeninteressens problem,Bedriften,Handelshøyskolen BI,7,Summaries,1,4,12,3981,1305,Alexis,Murphy,7965673047
3954806,13195276,2020-11-30 20:49:15,"svar på læringsutbytte i Histologi, vev",Sykepleie,Universitetet i Sørøst-Norge,5,Other,0,6,2,387,1306,Bonnie,Tran,6472149443
2074309,10113876,2020-11-30 20:49:14,Eldre arbeidstakere - Notater knyttet til læringsmål og tidligere eksamensoppgaver i faget. Notatene,Personalpsykologi,Universitetet i Bergen,7,Summaries,0,3,3,538,1307,Jessica,Davis,2242343128
7524968,12134052,2020-11-30 20:49:03,Eksamenspørsmål i exphil,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,3,6,1374,1308,Michael,Andrews,4224535023
2601187,13203938,2020-11-30 20:48:57,Psyk109 sammendrag,Motivasjonspsykologi,Universitetet i Bergen,7,Summaries,1,53,37,16544,1309,Kenneth,Smith,3108595164
6190343,11868842,2020-11-30 20:48:57,Den usynlige hånd - Kort oppsumering,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,1,217,1310,Lisa,Berg,8983588294
4609702,13056188,2020-11-30 20:48:40,Emne 3 Bøker i barnehagen,"Språk, tekst og matematikk",Universitetet i Sørøst-Norge,5,Other,0,0,4,1184,1311,Angela,Perkins,8304348182
4259101,10891402,2020-11-30 20:48:40,Hjertesykdommer - Jarle jortveit og Thomas Dahlslett,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,0,4,548,1312,Danielle,Silva,6137795293
6472455,11165772,2020-11-30 20:48:37,Service og innovasjon Forelesningsnotater,Service og innovasjon,Handelshøyskolen BI,3,Lecture notes,1,4,45,4800,1313,Nicholas,Armstrong,4408680258
8927023,11182794,2020-11-30 20:48:38,Utvalgte løsninger eksempelcase 2019,Markedsføring-grunnkurs,Norges teknisk-naturvitenskapelige universitet,6,Practical,0,0,28,6326,1314,Dylan,Day,1225855878
4609700,13056188,2020-11-30 20:48:36,Emne 2 Bildebøker og faktabøker,"Språk, tekst og matematikk",Universitetet i Sørøst-Norge,5,Other,0,3,8,1571,1315,Daniel,Frederick,6031425294
3305279,11182794,2020-11-30 20:48:33,Casesamling i faget Organisasjon og ledelseny 2018,Markedsføring-grunnkurs,Norges teknisk-naturvitenskapelige universitet,6,Practical,0,1,55,13121,1316,Andrea,Sparks,4491092091
3954817,13195276,2020-11-30 20:48:32,svar på læringsutbytte om Sirkulasjonssystemet,Sykepleie,Universitetet i Sørøst-Norge,5,Other,1,15,22,2379,1317,Brent,Morgan,7799011075
4621967,13056188,2020-11-30 20:48:28,Emne 2 – Bildebøker og faktabøker,"Språk, tekst og matematikk",Universitetet i Sørøst-Norge,7,Summaries,0,0,5,1447,1318,Erin,Calderon,6318443691
4621899,13056188,2020-11-30 20:48:22,Bildeboka i barnehagen,"Språk, tekst og matematikk",Universitetet i Sørøst-Norge,3,Lecture notes,0,0,2,278,1319,Tina,Moss,6741671361
2098854,12349186,2020-11-30 20:48:11,Forklaring kunnskapsmål bedriften,Bedriften,Handelshøyskolen BI,5,Other,1,7,17,6204,1320,Melissa,Villanueva,9244090258
10377388,12134052,2020-11-30 20:48:10,Exphil eksamen vår 2020 argumenterende tekst,Examen philosophicum,Universitetet i Oslo,4,Past exams,0,0,5,1054,1321,Brian,Davis,2224905552
7202417,13154266,2020-11-30 20:48:08,Læringsmål kap 1 - læringsmålene,Ledelse organisasjon og kommunikasjon,Oslomet - storbyuniversitetet,7,Summaries,0,0,5,512,1322,Michael,Bauer,5243468533
4259077,10891402,2020-11-30 20:48:04,Fordøyelsessykdommer,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,0,4,638,1323,Kristi,Knapp,4771879859
3332576,13179396,2020-11-30 20:47:57,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,Summaries,1,22,20,5632,1324,Wendy,Sosa,6165718855
4621900,13056188,2020-11-30 20:47:56,Bildeboka- Norsk - notater om bilde bok generelt,"Språk, tekst og matematikk",Universitetet i Sørøst-Norge,3,Lecture notes,0,1,3,419,1325,Kristy,Barnes,5105613209
5856407,8296554,2020-11-30 20:47:54,Formler-finansregnskap,Finansregnskap og regnskapsanalyse,Handelshøyskolen BI,9,Tutorial work,1,12,5,397,1326,Roy,Wallace,1740900759
2054260,13167580,2020-11-30 20:47:53,Summary Articles Organizational Science,Organisation Science,Handelshøyskolen BI,7,Summaries,1,0,25,8152,1327,Oscar,Williams,1493073071
3954798,13195276,2020-11-30 20:47:44,Svar på læringsutbytte i Genetikk,Sykepleie,Universitetet i Sørøst-Norge,5,Other,0,3,4,1126,1328,Victor,Lindsey,5487702401
6190343,11868842,2020-11-30 20:47:42,Den usynlige hånd - Kort oppsumering,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,1,217,1329,Ivan,Chaney,9166490508
6613409,12212070,2020-11-30 20:47:41,Kapittel 11 - innovasjon i bedriftens omgivelser,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,-2,15,539,1330,Samantha,Jones,4224039062
6557598,13141068,2020-11-30 20:47:38,Eksamensbesvarelse ExPhil - Karakter A,Examen philosophicum,Universitetet i Oslo,4,Past exams,1,5,8,1964,1331,Alec,Miles,4195366430
3387199,9293484,2020-11-30 20:47:31,Formler eksamen finansiell styring,Finansiell styring,Handelshøyskolen BI,6,Practical,0,-1,1,193,1332,George,Cox,8953732244
2944352,12779820,2020-11-30 20:47:28,CSR - eksamen - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,0,3,6,2757,1333,Christine,Carson,8320088142
5541179,11165772,2020-11-30 20:47:27,Notater service og innovasjon,Service og innovasjon,Handelshøyskolen BI,3,Lecture notes,1,2,9,1247,1334,Melinda,Russell,387572754
4259088,10891402,2020-11-30 20:47:18,"Generell innføring i terminologi, undersøkelser, medisinsk og kirurgisk behandling",Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,0,8,1159,1335,Sarah,Hughes,3159617126
3164559,12081354,2020-11-30 20:47:14,Kortsvar 3,Bedriften,Handelshøyskolen BI,7,Summaries,1,5,3,751,1336,Susan,Norton,6412785312
9337851,12779820,2020-11-30 20:46:51,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,50,44,13160,1337,John,Hoffman,2389742064
9865012,5780180,2020-11-30 20:46:43,Øvelsesoppgave 1 - JYSK markedsplan oppgave del 1,Markedsføringsledelse,Handelshøyskolen BI,6,Practical,1,2,5,775,1338,Cory,Evans,8012066782
8398337,13203780,2020-11-30 20:46:40,Puggeark-MEDOD 1 - puggeark til eksamen,Medisinstudiet første semester,Universitetet i Bergen,7,Summaries,1,3,18,3042,1339,Lisa,Foster,1473238596
9602943,11089144,2020-11-30 20:46:36,MRK 3414 2 202020 14 - Markedsføring eksamensoppgavetekst,Markedsføringsledelse,Handelshøyskolen BI,8,Mandatory assignments,1,0,21,4640,1340,Matthew,Rivera,9952817559
2074650,12331988,2020-11-30 20:46:35,Sammendrag Markedsføring,Markedsføring-grunnkurs,Norges teknisk-naturvitenskapelige universitet,7,Summaries,1,24,85,18625,1341,Nicholas,Barker,5968361244
6289132,8446868,2020-11-30 20:46:35,"Eksamen 20 September 2011, svar",Strategi,Handelshøyskolen BI,4,Past exams,1,0,5,798,1342,Nicholas,Elliott,7509096265
4259083,10891402,2020-11-30 20:46:21,Generell farmakologi,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,3,10,1859,1343,Cameron,Morrow,7787361625
2054260,13167580,2020-11-30 20:46:18,Summary Articles Organizational Science,Organisation Science,Handelshøyskolen BI,7,Summaries,1,0,25,8152,1344,Dustin,Johnson,3656545182
3242495,11165772,2020-11-30 20:46:17,"Eksamen, svar",Organisasjon og ledelse,Høgskolen i Innlandet,4,Past exams,0,0,8,1778,1345,Anna,Carr,6045243759
2074315,10113876,2020-11-30 20:45:56,Rekruttering og seleksjon,Personalpsykologi,Universitetet i Bergen,7,Summaries,0,3,2,305,1346,William,Taylor,70480565
10239188,11320814,2020-11-30 20:45:44,Hjemmeeksamen Høst 2017,Bedriften,Handelshøyskolen BI,4,Past exams,0,0,4,1098,1347,Pamela,Sanchez,7730591878
6167990,12254532,2020-11-30 20:45:37,Kortsvar - Multinasjonale selskap og globalisering,Bedriften,Handelshøyskolen BI,6,Practical,1,1,2,449,1348,Rodney,Curry,242483266
2548470,13192870,2020-11-30 20:45:20,Bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,22,28,4448,1349,Michael,Taylor,6402386825
6237883,12235478,2020-11-30 20:45:13,Eksamen i Prosjektledelse oppsummering,Forretningsjus,Handelshøyskolen BI,7,Summaries,0,1,5,689,1350,Monica,Estrada,9302145495
9337851,12848936,2020-11-30 20:45:12,Bedriften kortsvarsspm,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,50,44,13160,1351,Ruth,Smith,292461025
4259117,10891402,2020-11-30 20:45:07,Infeksjonssykdommer,Sykdom og helsesvikt,Universitetet i Agder,3,Lecture notes,0,1,32,6238,1352,Christian,Miller,7970767652
2548470,12848936,2020-11-30 20:44:59,Bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,22,28,4448,1353,Angel,Horn,9465812176
5856804,13192870,2020-11-30 20:44:50,Arbeidskrav bedriften,Bedriften,Handelshøyskolen BI,8,Mandatory assignments,1,8,3,639,1354,Phillip,Burgess,8444968040
7028492,11320814,2020-11-30 20:44:35,Eksamensoppgave FIKK A,Bedriften,Handelshøyskolen BI,4,Past exams,0,0,7,1789,1355,Charles,Parsons,8294306182
10364077,11320814,2020-11-30 20:44:01,Bedøk eksamen 2020 oppgave,Bedriftsøkonomisk analyse,Handelshøyskolen BI,4,Past exams,1,0,10,2614,1356,Erin,Carpenter,6502092232
4849736,11165772,2020-11-30 20:43:57,Emne 5 Kommunikasjon,Bacheloroppgave i sosialt arbeid,Oslomet - storbyuniversitetet,3,Lecture notes,1,4,15,4292,1357,Mercedes,Frost,5930752990
6589191,12254532,2020-11-30 20:43:36,Multinasjonale selskaper og globalisering Fasit,Bedriften,Handelshøyskolen BI,8,Mandatory assignments,1,0,2,567,1358,Crystal,Powell,6935167431
4159265,8967264,2020-11-30 20:43:30,Praktisk samfunnsforskning forelesninger,Praktisk samfunnsforskning,Universitetet i Agder,3,Lecture notes,0,6,14,3612,1359,Angela,Baker,2066805849
5642411,11744478,2020-11-30 20:43:25,Kompendium - Sammendrag Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,27,14,4401,1360,Joseph,Soto,8603565402
4718624,8967264,2020-11-30 20:43:23,Oppsummering Org 100 - Sammendrag Organisasjonsteori og analyse,Organisasjonsteori og analyse,Universitetet i Agder,7,Summaries,0,3,190,59919,1361,Kelli,Boone,5088645224
10271655,12543238,2020-11-30 20:42:55,Oblig 1 2020,Brukarkurs i matematikk I,Universitetet i Bergen,8,Mandatory assignments,1,0,1,238,1362,Savannah,Mendoza,3512708689
6190343,11488164,2020-11-30 20:42:21,Den usynlige hånd - Kort oppsumering,Bedriften,Handelshøyskolen BI,3,Lecture notes,0,0,1,217,1363,Emily,Lewis,3061622244
6612463,13192870,2020-11-30 20:42:15,Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,0,0,38,9742,1364,Matthew,Little,909585098
5659944,13188568,2020-11-30 20:42:13,Multivariat-regresjonsanalyse,Samfunnsvitskapleg metode,Universitetet i Bergen,7,Summaries,1,13,12,2629,1365,Jessica,Yoder,39403651
3208872,9025320,2020-11-30 20:42:00,Exphil forelesning om Platon,Examen philosophicum,Universitetet i Oslo,3,Lecture notes,1,2,7,3929,1366,Ashley,Michael,4983470112
3164559,11319470,2020-11-30 20:41:55,Kortsvar 3,Bedriften,Handelshøyskolen BI,7,Summaries,1,5,3,751,1367,Amanda,Hall,4258304223
5761679,13192870,2020-11-30 20:41:54,Juridisk metode + Avtalerett,Jus I,Handelshøyskolen BI,3,Lecture notes,1,2,7,1355,1368,Jimmy,West,1216098900
9449460,9293484,2020-11-30 20:41:53,Formler til eksamen,Finansiell styring,Handelshøyskolen BI,5,Other,1,-1,5,1005,1369,Jordan,Torres,8864848182
3337595,11376884,2020-11-30 20:41:44,"Simone de Beauvoir - Sammendrag Exphil: Kompakt, lettfattelig og eksamensrettet",Examen philosophicum - skuleeksamen,Universitetet i Bergen,7,Summaries,0,0,4,1395,1370,Michael,Hale,2861937668
7988178,12363584,2020-11-30 20:41:32,Bedriften kap 6 - Sammendrag fra kapittelet,Bedriften,Handelshøyskolen BI,7,Summaries,0,1,7,1950,1371,Karen,Ray,9470593353
10290426,9293484,2020-11-30 20:41:30,Oppsummering - høst 2019,Finansiell styring,Handelshøyskolen BI,7,Summaries,0,0,19,4032,1372,Alexander,Mathews,8540401297
10266513,11539416,2020-11-30 20:41:29,Om Max weber,Bedriften,Handelshøyskolen BI,9,Tutorial work,1,2,2,961,1373,Nancy,Sexton,8808835023
6390755,13192870,2020-11-30 20:41:27,Bedriften,Bedriften,Handelshøyskolen BI,8,Mandatory assignments,0,0,13,2296,1374,Michael,Morton,5089638945
321671,13104172,2020-11-30 20:41:24,"Exam, Analyse av mellomspråktekst",Innføring i norsk som andrespråk,Universitetet i Oslo,4,Past exams,1,3,4,1265,1375,Elizabeth,Clark,5059227778
2057305,11744478,2020-11-30 20:41:21,Sammendrag Bedriften HIS3410,Bedriften,Handelshøyskolen BI,7,Summaries,1,28,43,11852,1376,Angela,James,7097081465
7909971,9293484,2020-11-30 20:41:12,Finansiell-styring-sammendrag,Finansiell styring,Handelshøyskolen BI,7,Summaries,0,2,14,1231,1377,Taylor,Rose,6962478292
8268068,13104172,2020-11-30 20:41:09,Viktige begreper,Innføring i norsk som andrespråk,Universitetet i Oslo,6,Practical,1,1,2,449,1378,Brenda,Alvarez,5569446188
3332576,11376884,2020-11-30 20:41:07,Exphil 1 (filosofi) - oppsummering,Examen philosophicum,Universitetet i Oslo,7,Summaries,1,22,20,5632,1379,Caitlin,Long,2574765512
5480117,11266466,2020-11-30 20:41:04,"Eksamen 5 Januar 2018, svar",Bedriften,Handelshøyskolen BI,4,Past exams,1,2,6,1808,1380,Kim,Roberts,3221874895
2003409,12986134,2020-11-30 20:41:01,"Eksamen 6 Desember 2017, spørsmål og svar",Kalkulus,Universitetet i Oslo,4,Past exams,1,0,4,853,1381,Timothy,Chen,6653152702
3341521,13192870,2020-11-30 20:41:00,Bedriften,Bedriften,Handelshøyskolen BI,7,Summaries,1,0,49,14680,1382,Cody,Mays,656571902
3376667,9293484,2020-11-30 20:40:59,Sammendrag Finansiell Styring,Finansiell styring,Handelshøyskolen BI,7,Summaries,0,8,6,1485,1383,Lauren,Lopez,8488669942
2548470,11744478,2020-11-30 20:40:59,Bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,22,28,4448,1384,Danny,Wallace,7940500332
5480117,11266466,2020-11-30 20:40:57,"Eksamen 5 Januar 2018, svar",Bedriften,Handelshøyskolen BI,4,Past exams,1,2,6,1808,1385,Jon,Parker,4575508944
5480117,11266466,2020-11-30 20:40:53,"Eksamen 5 Januar 2018, svar",Bedriften,Handelshøyskolen BI,4,Past exams,1,2,6,1808,1386,Daniel,Tanner,5281518677
2083637,9293484,2020-11-30 20:40:51,Finansiell styring sammendrag,Finansiell styring,Handelshøyskolen BI,7,Summaries,1,47,18,2860,1387,Claire,Mclaughlin,8624799537
5480117,11266466,2020-11-30 20:40:46,"Eksamen 5 Januar 2018, svar",Bedriften,Handelshøyskolen BI,4,Past exams,1,2,6,1808,1388,Scott,Yoder,3553656963
7510885,8921008,2020-11-30 20:40:44,Eksternregnskap,Grunnleggende bedriftsøkonomi,Norges miljø- og biovitenskapelige universitet,4,Past exams,0,0,10,1728,1389,Jack,Mills,3450752811
8398337,13203780,2020-11-30 20:40:40,Puggeark-MEDOD 1 - puggeark til eksamen,Medisinstudiet første semester,Universitetet i Bergen,7,Summaries,1,3,18,3042,1390,Patrick,Potts,9912064783
10321071,9293484,2020-11-30 20:40:35,Finansiell Styring,Finansiell styring,Handelshøyskolen BI,6,Practical,1,0,7,1256,1391,Juan,Parsons,2239986979
4531568,11376884,2020-11-30 20:40:29,Sammendrag exphil kap. 1. 3 og 4,"Examen philosophicum, Tromsøvarianten",Norges Arktiske Universitet,7,Summaries,1,16,33,11922,1392,Cole,Rose,3450897854
6101582,12679896,2020-11-30 20:40:27,Kapittel 2 - MRK3433 - Innsendingsoppgave 2 - Gjør grundig rede for prinsippene bak system 1 og system,Markedskommunikasjon 3.0,Handelshøyskolen BI,8,Mandatory assignments,1,5,4,1480,1393,Aaron,Burke,4213984546
4261801,11307548,2020-11-30 20:40:16,Kortsvarsspørsmål – Bedriften,Bedriften,Handelshøyskolen BI,8,Mandatory assignments,1,22,51,14802,1394,Courtney,Moore,5277291498
2083637,9293484,2020-11-30 20:40:12,Finansiell styring sammendrag,Finansiell styring,Handelshøyskolen BI,7,Summaries,1,47,18,2860,1395,Ryan,Miller,3892984066
3272539,13195276,2020-11-30 20:40:10,Blodet K,"Anatomi, fysiologi og biokjemi",Oslomet - storbyuniversitetet,6,Practical,0,4,4,568,1396,Jose,Anderson,8446558189
10375367,11583824,2020-11-30 20:40:06,Oppsummering av bedriften,Bedriften,Handelshøyskolen BI,3,Lecture notes,1,9,8,1294,1397,Elizabeth,Carter,9772511261
9512307,13002698,2020-11-30 20:40:00,Øvingsoppgave Markedsføringsledelse 1 Jysk AS,Økonomistyring,Handelshøyskolen BI,6,Practical,1,15,2,331,1398,Alison,Manning,2012627075
2035924,11128254,2020-11-30 20:39:57,PDF PSY-1001 Notater - Sammendrag Psychology: the science of mind and behaviour,Innføring i generell psykologi,Norges Arktiske Universitet,7,Summaries,1,29,186,107374,1399,Sharon,Pacheco,1686252600
3113280,11376884,2020-11-30 20:39:54,Ex.phil sammendrag,Exphil,Universitetet i Stavanger,7,Summaries,0,7,58,18331,1400,Michael,Wood,9050934671
2089067,12099990,2020-11-30 20:39:40,Kapittel 11 – Prispolitikk,Markedsføring-grunnkurs,Norges teknisk-naturvitenskapelige universitet,3,Lecture notes,1,10,6,690,1401,Joyce,Williams,2978055009
5480117,11266466,2020-11-30 20:39:40,"Eksamen 5 Januar 2018, svar",Bedriften,Handelshøyskolen BI,4,Past exams,1,2,6,1808,1402,Daniel,Williams,2129465382
